player_id,name,team,date,season,g,pa,ab,r,h,2b,3b,hr,rbi,bb,so,hbp,sf,sb,cs
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0
matej003,Jorge Mateo,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,5,5,1,1,0,0,1,1,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,4,1,2,1,0,0,0,1,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,5,5,0,1,1,0,0,1,0,0,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,5,2,2,1,0,1,1,0,3,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,2,3,0,0,2,2,0,0,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0
handm001,Maverick Handley,BAL,,2025,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,5,4,1,2,1,0,0,1,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,4,1,2,0,0,1,2,1,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
oneit001,Tyler O'Neill,BAL,,2025,1,4,3,0,0,0,0,0,0,1,2,0,0,2,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,3,1,0,0,0,0,0,1,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,1,1,0,0,0,0,0,2,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,5,0,2,0,0,0,1,0,0,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,1,0,0,0,0,0,1,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,1,1,0,0,0,0,1,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,1,2,0,0,1,4,0,1,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,3,2,1,1,0,0,1,1,1,0,0,0,0,0
oneit001,Tyler O'Neill,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0
handm001,Maverick Handley,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,0,1,0,0,0,0,0,0,1,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,0,2,0,0,0,0,0,1,0,0,0,0
oneit001,Tyler O'Neill,BAL,,2025,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,3,3,0,1,1,0,0,0,0,1,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,5,0,0,0,0,0,0,0,4,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,5,5,1,1,0,0,0,0,0,2,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,5,5,1,3,1,0,0,0,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,5,4,1,4,1,0,0,1,0,0,1,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,3,0,2,0,0,0,0,2,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,5,3,0,0,0,0,0,1,1,2,0,1,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,0,3,1,0,0,1,0,0,0,0,0,1
mullc002,Cedric Mullins,BAL,,2025,1,5,4,0,0,0,0,0,0,1,3,0,0,0,1
matej003,Jorge Mateo,BAL,,2025,1,4,4,0,1,0,0,0,0,0,3,0,0,2,0
rivee001,Emmanuel Rivera,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,1,2,1,0,1,3,0,0,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,4,0,0,0,0,0,0,1,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,5,0,1,0,0,0,0,0,3,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,4,1,1,1,0,0,0,0,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,4,1,2,1,0,0,1,0,1,0,0,0,0
handm001,Maverick Handley,BAL,,2025,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
matej003,Jorge Mateo,BAL,,2025,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,4,1,2,0,0,1,1,0,0,1,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,5,5,0,1,0,0,0,0,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,3,1,1,0,0,1,1,1,2,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,2,1,0,0,0,0,2,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,1,2,1,0,1,2,0,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,1,2,0,0,0,1,0,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,3,0,1,0,0,0,1,1,0,0,0,0,1
mounr001,Ryan Mountcastle,BAL,,2025,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,4,4,1,0,0,0,0,0,0,2,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,2,2,0,0,1,3,0,0,0,0,1,0
handm001,Maverick Handley,BAL,,2025,1,4,3,0,0,0,0,0,0,0,3,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,0,1,0,0,0,0,0,1,0,0,1,0
uriar001,Ramon Urias,BAL,,2025,1,5,4,1,2,0,0,0,0,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,4,1,0,0,0,0,0,1,1,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,4,4,1,3,2,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,3,1,1,0,0,1,3,1,1,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
matej003,Jorge Mateo,BAL,,2025,1,4,4,0,1,0,0,0,0,0,1,0,0,2,0
kjerh001,Heston Kjerstad,BAL,,2025,1,4,4,0,0,0,0,0,1,0,2,0,0,0,0
tromc001,Chadwick Tromp,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,0,3,2,0,0,1,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,5,5,0,0,0,0,0,0,0,3,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,5,5,0,2,1,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,4,1,1,0,0,0,0,1,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,2,2,0,0,0,0,0,2,0,0,1,0
handm001,Maverick Handley,BAL,,2025,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,0,2,0,0,0,1,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,3,0,0,0,0,0,0,0,2,1,0,1,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,4,0,1,0,0,0,0,0,2,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,1,2,1,0,0,0,0,0,0,0,0,0
mounr001,Ryan Mountcastle,BAL,,2025,1,3,3,1,2,0,0,0,0,0,0,0,0,1,0
hummc001,Cooper Hummel,BAL,,2025,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0
uriar001,Ramon Urias,BAL,,2025,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0
rivee001,Emmanuel Rivera,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,2,0,1,0,0,0,0,1,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,1,1,0,0,1,1,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,3,1,1,1,0,0,0,0,1,0,0,0,0
matej003,Jorge Mateo,BAL,,2025,1,3,1,1,1,0,0,1,2,2,0,0,0,2,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,0,2,0,0,0,1,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,2,0,0,0,0,0,1,1,1,0,1,0,0
mayoc001,Coby Mayo,BAL,,2025,1,4,4,1,0,0,0,0,0,0,2,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,3,0,1,1,0,0,1,0,1,0,0,0,0
matej003,Jorge Mateo,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
kjerh001,Heston Kjerstad,BAL,,2025,1,3,3,0,1,0,1,0,0,0,1,0,0,0,0
handm001,Maverick Handley,BAL,,2025,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,2,2,1,0,0,0,0,1,0,0,1,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,0,0,0,0,0,1,0,1,0,1,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,2,1,0,0,1,0,1,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,0,1,0,0,0,0,1,2,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,3,0,0,0,0,0,0,0,2,1,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,4,3,1,1,0,0,1,1,0,0,1,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,1,2,0,0,0,0,0,2,0,0,1,0
rutsa001,Adley Rutschman,BAL,,2025,1,5,4,2,2,1,0,0,0,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,5,3,1,2,0,0,0,1,2,1,0,0,1,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,5,1,1,0,0,0,2,0,0,0,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,5,4,1,2,1,0,1,3,1,2,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,5,5,0,1,0,0,0,0,0,3,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,4,1,2,0,0,0,0,0,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,2,2,2,0,0,1,0,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,1,2,0,0,1,2,0,0,0,0,1,0
westj002,Jordan Westburg,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,3,1,3,0,0,1,1,0,0,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,2,1,0,1,1,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,1,1,0,0,1,1,1,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,3,3,0,1,0,0,0,0,0,1,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
handm001,Maverick Handley,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0
rutsa001,Adley Rutschman,BAL,,2025,1,4,3,1,2,0,0,0,0,1,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,1,1,0,0,0,1,0,1,0,0,1,0
westj002,Jordan Westburg,BAL,,2025,1,4,4,0,1,0,0,0,2,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,1,0,0,0,0,0,1,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,1,2,0,0,1,2,0,0,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,3,1,1,0,0,1,1,0,1,1,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,0,1,0,0,0,0,0,1,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,4,4,0,2,1,0,0,0,0,1,0,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,5,4,3,2,0,0,1,2,1,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,5,5,2,2,1,0,1,2,0,2,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,3,2,2,1,0,0,0,1,1,0,0,0,1
laurr001,Ramon Laureano,BAL,,2025,1,4,4,0,1,0,0,0,1,0,3,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,4,2,2,0,0,1,4,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,1,1,0,0,0,0,0,2,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,4,3,0,1,1,0,0,1,1,1,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,1,1,0,0,0,0,0,2,0,0,0,0
vazql001,Luis Vazquez,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,1,3,1,0,1,4,0,2,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,5,5,1,2,1,0,0,0,0,3,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,3,1,1,0,0,0,0,0,0,1,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,3,0,1,0,0,0,1,0,1,0,1,0,0
cowsc001,Colton Cowser,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0
tromc001,Chadwick Tromp,BAL,,2025,1,4,4,1,1,1,0,0,0,0,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,4,0,0,0,0,0,0,1,1,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,3,1,0,0,0,0,0,1,1,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,3,1,1,0,0,1,3,1,2,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,1,1,0,0,1,1,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,1,0,0,1,1,0,1,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
vazql001,Luis Vazquez,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,3,0,0,0,0,0,0,1,2,0,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,3,3,0,1,0,0,0,0,0,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
carld002,Dylan Carlson,BAL,,2025,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0
tromc001,Chadwick Tromp,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,7,7,1,1,0,0,1,1,0,2,0,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,5,4,3,3,1,0,0,2,0,0,1,0,1,0
hendg002,Gunnar Henderson,BAL,,2025,1,6,6,2,4,0,1,1,2,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,6,4,2,0,0,0,0,0,2,2,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,5,3,4,2,1,0,0,2,2,1,0,0,1,0
carld002,Dylan Carlson,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,6,4,4,3,3,0,0,2,2,0,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,6,5,3,4,1,0,1,4,1,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,6,5,1,1,1,0,0,3,1,1,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,6,6,2,2,1,0,1,4,0,2,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,5,0,3,0,0,0,0,0,1,0,0,1,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,1,1,0,0,1,2,1,1,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0
tromc001,Chadwick Tromp,BAL,,2025,1,4,4,1,2,0,0,1,1,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,3,0,0,0,0,0,0,1,1,0,0,0,1
uriar001,Ramon Urias,BAL,,2025,1,4,3,0,1,1,0,0,1,0,1,0,1,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,4,2,2,1,0,0,0,0,1,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,4,4,0,1,0,0,0,1,0,1,0,0,0,0
sancg002,Gary Sanchez,BAL,,2025,1,4,4,1,2,0,0,0,1,0,0,0,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,3,2,1,1,0,0,0,1,0,0,0,1,0,0
mayoc001,Coby Mayo,BAL,,2025,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,5,4,2,2,0,0,1,2,0,0,1,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,5,5,1,2,0,0,0,0,0,3,0,0,0,1
hendg002,Gunnar Henderson,BAL,,2025,1,5,5,1,1,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,5,4,1,1,1,0,0,2,1,1,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,4,0,1,0,0,0,2,0,0,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0
oneit001,Tyler O'Neill,BAL,,2025,1,4,3,0,0,0,0,0,0,0,2,1,0,0,0
mullc002,Cedric Mullins,BAL,,2025,1,4,3,1,0,0,0,0,0,1,1,0,0,1,0
stalj001,Jacob Stallings,BAL,,2025,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hollj003,Jackson Holliday,BAL,,2025,1,4,3,0,1,0,0,0,0,1,1,0,0,0,0
westj002,Jordan Westburg,BAL,,2025,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0
laurr001,Ramon Laureano,BAL,,2025,1,4,3,0,1,0,0,0,1,0,0,0,1,0,0
oneit001,Tyler O'Neill,BAL,,2025,1,4,3,0,0,0,0,0,0,1,1,0,0,0,0
uriar001,Ramon Urias,BAL,,2025,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0
cowsc001,Colton Cowser,BAL,,2025,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0
vazql001,Luis Vazquez,BAL,,2025,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
hendg002,Gunnar Henderson,BAL,,2025,1,1,1,1,1,0,0,1,2,0,0,0,0,0,0
mayoc001,Coby Mayo,BAL,,2025,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0
ohear001,Ryan O'Hearn,BAL,,2025,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
